id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,city
3573440,Light apartment with canal view,"This light apartment with stunning canal view with two bedrooms, a living room, a kitchen, shower, toilet and balcony is perfect for a vacation in Amsterdam .<br />It is centrally situated in Amsterdam hotspot neighborhood 'De Pijp', so  culture, cuisine and cafes are around the corner.<br />- Situated in quiet street right next to the canal.<br />- 65 square meters.<br />- 10 minutes walking distance from city-centre and RAI Amsterdam<br />No pets and nosmoking inside the apartment or on the balcony!","De Pijp is a hotspot neighborhood where you can find a colorful mix of culturalism, countless cafés and bars, dining options from around the world. The largest concentration of restaurants, bars, cafés and shops in Amsterdam can be found just around the corner on a 5 minutes walk from the apartment. It will take you no more than 5 to 15 minutes walking or by public transport to get to Amsterdam hotspots like: <br />- Albert Cuyp market <br />- Vondelpark <br />- RAI convention center <br />- Prinsengracht<br />- van Gogh museum <br />- Stedelijk museum<br />- Rijksmuseum <br />- Concert Hall <br />- Sarphati Park <br />- Heineken Experience<br />- Damsquare<br />- Leidseplein<br />- Museumplein",14618189,Maurits,2014-04-23,,,within a few hours,90%,77%,t,De Pijp,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, North Holland, Netherlands",De Pijp - Rivierenbuurt,52.34868,4.88803,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,2.0,2.0,"[""Private entrance"", ""Body soap"", ""Clothing storage: wardrobe"", ""Courtyard view"", ""Canal view"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Outdoor dining area"", ""Conditioner"", ""Central heating"", ""Shampoo"", ""Kitchen"", ""Paid street parking off premises"", ""Other gas stove"", ""Hangers"", ""Laundromat nearby"", ""Garden view"", ""Hot water kettle"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Dishwasher"", ""HDTV with standard cable"", ""Free washer \u2013 In unit"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""Waterfront"", ""Microwave"", ""Host greets you"", ""Single level home"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",222.0,t,8,11,11,13,29,9,1,13.0,7.0,70.0,15540.0,2016-07-06,2025-02-19,4.66,4.83,4.72,4.76,4.83,4.86,4.72,0.28,Amsterdam
1126016714761339128,Cozy 2bed natural apartment,"Enjoy a cozy 1BR apartment with a double + toddler bed in Amsterdam’s Orteliusstraat. <br /><br />Fully equipped—you need nothing but your suitcase! Includes a washer, dryer, fast WiFi, a fully stocked kitchen and bathroom with all essentials. <br /><br />Located in a quiet yet central area, just 8 minutes to the heart of Amsterdam by tram or bike. Perfect for couples or small families. Relax after a day of exploring in a true home away from home. We only accept guests with positive reviews.",,3103461,Yoshua,2012-07-30,"Arnhem, Netherlands","I'm yoshua from the Netherlands, an entrepreneurial flying dutchman. I travel by myself or with my girlfriend. ",within a day,100%,33%,f,,1.0,1.0,"['email', 'phone']",t,f,,De Baarsjes - Oud-West,52.36706352183104,4.849779909504679,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Body soap"", ""Freezer"", ""Wine glasses"", ""Conditioner"", ""Kitchen"", ""Shampoo"", ""Coffee maker"", ""Paid parking on premises"", ""Heating"", ""Hot water kettle"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Trash compactor"", ""Microwave"", ""Shower gel"", ""Self check-in"", ""Coffee"", ""Hair dryer"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""TV"", ""First aid kit"", ""Pets allowed"", ""Essentials"", ""Extra pillows and blankets"", ""Blender"", ""Oven"", ""Dishes and silverware""]",143.0,t,11,11,13,13,0,0,0,13.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
15527704,"Private studio on lovely houseboat, great location","Your own private studio for two on our historic coaster Stella Rask. You will have your own entrance and private bathroom, and the private sundeck offers complete privacy. The ship is moored at a very peacefull, secluded and scenic historic harbour, just a short walk away from the city centre. Bars, restaurants, museums and public transport are just a short distance away .",De Oude Houthaven (the Old Woodharbour) is a hidden gem just outside the busy city centre. The tranquil historic harbour is ligned with beautiful old warehouses and modern architecture. Nowadays the harbour is home to some 35 converted barges. We are just 10 minutes walk away from the bustling Haarlemmerstraat and the famous Jordaan-area. A stroll to Central Station takes about 15 minutes. Nice bars and restaurants are within walking distance.,99852324,Frank,2016-10-16,"Amsterdam, Netherlands","We live on board of the historic ship Stella Rask. We are a family of four, with two boys, aged 14 and 16. We love our ship and our way of life in the beautiful Oude Houthaven",within an hour,100%,99%,t,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Westerpark,52.39112,4.88785,Private room in houseboat,Private room,2,1.0,1 private bath,1.0,1.0,"[""Private entrance"", ""Body soap"", ""Canal view"", ""Lake view"", ""Freezer"", ""Wine glasses"", ""Private living room"", ""City skyline view"", ""Paid parking off premises"", ""Conditioner"", ""Shampoo"", ""Harbor view"", ""Coffee maker: Nespresso, pour-over coffee"", ""Laundromat nearby"", ""Heating"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""Fire extinguisher"", ""Lockbox"", ""River view"", ""Pool view"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Waterfront"", ""Shower gel"", ""Self check-in"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Marina view"", ""Sea view"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Bay view"", ""Kitchenette"", ""Dishes and silverware""]",127.0,t,3,4,6,16,506,69,3,16.0,67.0,255.0,32385.0,2016-10-22,2025-02-23,4.93,4.94,4.92,4.97,4.98,4.76,4.7,4.97,Amsterdam
29456107,Cosy 1920s home close to Amsterdam Central,"Cosy 1920s home in vibrant Amsterdam Noord (North), 8 minutes by foot from Amsterdam Central Station. Free parking.<br /><br />Complete apartment with your own entrance. Two bedrooms, private cinema, dining area with kitchen (full amenities) and balcony.<br /><br />A free ferry ride (3 min) takes you to the city centre and back to the place of the apartment (it’s a 7 minute walk from the dock). During the day this ferry leaves every 3 minutes, during the night every 10 minutes (24/7).",Amsterdam North; the vibrant part of Amsterdam.,14071148,Dylan & Laura,2015-07-22,"Amsterdam, Netherlands",,,,100%,f,Volewijck,1.0,3.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Noord,52.38813,4.90905,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Free parking on premises"", ""Private entrance"", ""Outdoor dining area"", ""Coffee maker"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""BBQ grill"", ""Hangers"", ""Heating"", ""Smart lock"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Microwave"", ""Self check-in"", ""Iron"", ""Outdoor furniture"", ""Free street parking"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Game console"", ""Fast wifi \u2013 153 Mbps"", ""Oven"", ""Dishes and silverware""]",288.0,t,7,11,15,15,28,4,0,15.0,5.0,32.0,9216.0,2019-08-11,2024-08-10,5.0,4.96,4.93,4.93,5.0,4.93,4.79,0.41,Amsterdam
549310,Two-bedrooms Apartment with Garden in town,"A unique family apartment with two bedrooms, a spacious living room and a large garden. <br />Located in Amsterdam West, it has public transports at easy reach and it is at walking distance from many city attractions.<br />This apartment is our family regular residency; we rent it out exclusivly when we leave for holidays.","The neighbourhood is called Oud-West and it is a trendy area with lots of café, restaurants and shops, including the food-hall De Hallen at just few minutes walking.<br />It is in between two of the large parks of the city (Vondelpark and Westepark) and still it is a quiet area with great access to public transportation (direct tram to the Pijp and Central Station).<br />You can reach the city centre, as the Dam in just 15-20 minutes walking or taking the tram in just 5 minutes.",2699033,Barbara,2012-06-21,"Amsterdam, Netherlands","I live in Amsterdam with my partner, our son and daughter . 
I travel for work, for pleasure and for family visits.
I like to leave a confurtable place where to stay for guests as I would like to have it, if I would be renting one.",,,75%,f,Oud-West,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, North Holland, Netherlands",De Baarsjes - Oud-West,52.37126,4.86241,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Bread maker"", ""Children\u2019s books and toys"", ""Private entrance"", ""Wine glasses"", ""Private backyard"", ""Children\u2019s dinnerware"", ""Bathtub"", ""Paid parking off premises"", ""Coffee maker"", ""Kitchen"", ""BBQ grill"", ""Hangers"", ""Heating"", ""Free dryer \u2013 In unit"", ""Luggage dropoff allowed"", ""Bed linens"", ""Lockbox"", ""Dishes and silverware"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""Hot water"", ""Wifi"", ""Host greets you"", ""Self check-in"", ""Iron"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Ethernet connection"", ""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Dining table"", ""Oven"", ""Baby safety gates""]",315.0,t,0,3,3,3,62,3,0,3.0,3.0,23.0,7245.0,2015-07-19,2024-08-16,4.58,4.55,4.47,4.79,4.71,4.66,4.4,0.53,Amsterdam
1286820576208213899,Lovely sunny central canalhouse,"Welcome to your home away from home in Amsterdam! As the first guests in our charming canal house in the city's heart, we hope you enjoy our sunny top-floor spot. The canal views are great in any season, and particularly enjoyable from our couch and balcony. Central yet quiet, we have two bathrooms, a fully-equipped kitchen, and a foldout couch on request. The neighbourhood includes the Hortus, zoo, Amstel river, University, many hip cafes, and metro+tram at 3 mins.","The Plantage Buurt is a charming and tranquil corner of central Amsterdam. It’s full of tree-lined streets, beautiful 19th-century architecture, and cozy & hip cafés and restaurants. Nearby attractions: Artis Zoo, Portuguese Synagogue, Hortus Botanicus, National Opera & Ballet, University of Amsterdam, Hermitage Museum, Amstel River, and much more. With easy access to public transport, you’ll be anywhere in a jiffy. The neighborhood offers a unique experience that blends culture and serenity. Enjoy your stay!",92474571,Anna,2016-08-29,"Amsterdam, Netherlands","Hi! We are Anna & Jelten, Dutch-American duo sharing life together in this beautiful city for the past 6 years. We're into art, nature & travel, and are always happy to share tips on our favorite hidden gems to eat, drink, see great performances or exhibitions, or enjoy Amsterdam's vibrant nightlife. We've just started hosting in our lovely home, so please let us know anything we can do to make your stay even better :)",,,67%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,52.362512472016114,4.907879648656808,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Body soap"", ""Freezer"", ""Wine glasses"", ""Outdoor dining area"", ""Paid street parking off premises"", ""Central heating"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Piano"", ""Hot water kettle"", ""Bed linens"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Induction stove"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Host greets you"", ""Microwave"", ""Shower gel"", ""Portable fans"", ""Iron"", ""Coffee maker: espresso machine, french press"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Clothing storage: closet"", ""Sound system"", ""Oven"", ""Dishes and silverware""]",200.0,t,4,4,4,117,2,2,0,56.0,2.0,16.0,3200.0,2024-11-25,2024-11-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.61,Amsterdam
1222969334759346101,Monument in city center incl. 2 bikes,"Fully equipped apartment with 40m2 garden in Amsterdam de Pijp (centre). Implies a monumental building from the same architect (van Gendt) as the Concertbuilding and Central Station, thus providing a unique experience. The location is walking distance from the city centre and comes with 2 bikes.",,67037730,Christiaan,2016-04-13,"Amsterdam, Netherlands",,within a day,100%,46%,f,,1.0,1.0,['phone'],t,t,,De Pijp - Rivierenbuurt,52.35336,4.90718,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private entrance"", ""Outdoor dining area"", ""BBQ grill"", ""Central heating"", ""Kitchen"", ""Bikes"", ""Paid parking on premises"", ""Hangers"", ""Other stove"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""Washer"", ""Hot water"", ""Wifi"", ""Coffee"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Pets allowed"", ""Drying rack for clothing"", ""Dining table""]",180.0,t,0,1,8,9,3,3,0,9.0,3.0,23.0,4140.0,2024-10-27,2024-11-07,5.0,5.0,5.0,5.0,5.0,4.67,4.67,0.7,Amsterdam
5401988,Renovated apartment Upper East!,"Nice and cosy max 2 person apartment in the upcoming area Amsterdam Centrum-East. Located in the young and trendy neighbourhood Oosterparkbuurt. I love to make my guests feel at home in my house and my city. Lots of bars (and public transport) around, city centre is 10min by bike or 25min by foot.<br /><br />Regnr.: 0363 E3F2 2627 DDE5 6484","The center-east part of Amsterdam is a very lively and multicultural area, in the very sense of Amsterdam tradition. It is just on the border of the center but it retains its own individuality: a small village within the city with everything you need just a few minutes walk. ",8697755,Pepijn,2013-09-08,"Amsterdam, Netherlands","I'm a freelance photographer, living here for more than 10yrs and like to travel a lot. ",within a few hours,80%,0%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Oost,52.35471,4.91468,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Heating"", ""TV with standard cable"", ""Bed linens"", ""Cooking basics"", ""Washer"", ""Hot water"", ""Wifi"", ""Microwave"", ""Iron"", ""Hair dryer"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Clothing storage"", ""Dishes and silverware""]",160.0,t,29,37,65,308,37,0,0,247.0,0.0,0.0,0.0,2015-04-05,2019-05-18,4.65,4.76,4.43,4.81,4.89,4.57,4.57,0.31,Amsterdam
739862409002899873,"Sunny 2 bed apt de Pijp, child friendly","Welcome to our beautiful apartment located in the heart of De Pijp. With a size of 75m2, two bedrooms, a sunny garden, and a south-facing balcony, this is the ideal place for your stay. Our place is suitable for max. 2 adults and 2 kids (max 130cm, due to beds).<br /><br />We have 2 children ourselves, aged 3 & 4, which makes the apartment child-friendly and equipped with all the necessities for children. Without kids, you are also welcome, as the children's room also has a desk where you can work.","De Pijp, a vibrant neighborhood in Amsterdam, offers an array of attractions within close proximity. Just steps away, you'll find the famous Albert Cuyp Market, where you can immerse yourself in local culture and indulge in street food. If you're in the mood for nature, Sarphatipark is a charming green oasis perfect for a leisurely stroll or a picnic. For beer enthusiasts, the Heineken Experience is a short distance away, offering an interactive museum and beer tasting sessions. Art lovers can explore the neighborhood's thriving art scene, with numerous galleries showcasing contemporary works. De Pijp is also a paradise for foodies, with its diverse culinary scene, ranging from cozy cafes to trendy restaurants. Additionally, you can enjoy the convenience of easy access to popular attractions like the Concertgebouw, known for its classical music performances, and the Museum Square. With its central location and vibrant atmosphere, De Pijp promises a memorable experience in Amsterdam.",5536469,Anna,2013-03-19,"Amsterdam, Netherlands",We live in Amsterdam and we enjoy outdoor sports like kitesurfing and skiiing. We have 2 young kids and spend time playing at the park and playground.,within a few hours,100%,78%,f,,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,52.35045216432435,4.892220161855221,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Dove, Niveau, Zwitsel body soap"", ""Baby bath - always at the listing"", ""Private backyard \u2013 Fully fenced"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Outdoor dining area"", ""Children\u2019s dinnerware"", ""Dove nivea shampoo"", ""TV with Chromecast, Netflix"", ""Coffee maker: Nespresso"", ""BBQ grill"", ""Central heating"", ""Kitchen"", ""Barbecue utensils"", ""Paid parking on premises"", ""Fast wifi \u2013 374 Mbps"", ""Hangers"", ""Baby monitor - always at the listing"", ""Children\u2019s bikes"", ""Piano"", ""Garden view"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Luggage dropoff allowed"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""High chair - always at the listing"", ""Hot water"", ""Books and reading material"", ""Microwave"", ""Shower gel"", ""Single level home"", ""Self check-in"", ""Outlet covers"", ""Iron"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Stainless steel single oven"", ""Private patio or balcony"", ""Board games"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Dali Bluetooth sound system"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Cleaning available during stay"", ""Shared beach access"", ""Carbon monoxide alarm"", ""Essentials"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Babysitter recommendations"", ""Clothing storage: closet"", ""Dishes and silverware""]",166.0,t,0,3,3,7,8,6,0,7.0,7.0,60.0,9960.0,2023-08-29,2024-12-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.43,Amsterdam
923891872393117595,Appartement in Amsterdam,"Bright and comfortable apartment with spacious and sunny balcony. In the bustling Indian Neighborhood with lots of nice restaurants and shopping in walking distance. One bedroom with double bed. On request, we can put a single folding bed in the study for a 3rd person (for a minimum of 5 nights stay).",,20559031,Koen,2014-08-26,"Amsterdam, Netherlands",,within a day,50%,100%,f,,1.0,1.0,"['email', 'phone']",t,t,,Watergraafsmeer,52.35804,4.93955,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,2.0,2.0,"[""Private entrance"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Outdoor dining area"", ""Paid street parking off premises"", ""Central heating"", ""Kitchen"", ""Hangers"", ""Laundromat nearby"", ""Piano"", ""Hot water kettle"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Elevator"", ""Cooking basics"", ""Dishwasher"", ""Induction stove"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Clothing storage: closet, wardrobe, and dresser"", ""Wifi"", ""Baking sheet"", ""Microwave"", ""Single level home"", ""Iron"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Board games"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Bluetooth sound system"", ""TV"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Stainless steel oven"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Dishes and silverware""]",180.0,t,16,19,19,19,3,1,0,19.0,1.0,8.0,1440.0,2023-08-27,2024-08-09,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.16,Amsterdam
1335373168995561566,Gezellig Appartement in Amsterdam-Noord,"Welcome to this comfortable, recently renovated 70 sqm apartment, located on the third floor of a quiet building in a typical Amsterdam 60s neighborhood. This quiet and authentic neighborhood offers the perfect balance between the convenience of city life and the tranquility you need to relax. It is the ideal base for those who want to avoid the hustle and bustle of the city, but still be close to everything.",,449493148,Tunahan,2022-03-14,,,a few days or more,25%,0%,f,,1.0,1.0,['phone'],f,t,,Noord-Oost,52.39109963768266,4.952648143368731,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning available during stay"", ""Heating"", ""Washer"", ""Hot water"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Host greets you"", ""Iron"", ""Clothing storage"", ""Kitchen""]",206.0,t,30,57,85,360,0,0,0,299.0,0.0,0.0,0.0,,,,,,,,,,,Amsterdam
1186800508654659565,Sunny Apt in Amsterdam Old South,"Welcome to our bright, sunny one-bedroom apartment in Amsterdam Old South!<br /><br />Enjoy morning and evening sunlight with views of a tranquil courtyard and the historic Olympic Stadium. <br /><br />Conveniently located near a bus stop with direct routes to Schiphol Airport (22 min) and Leidseplein (13 min). Just an 8-minute bike ride to Vondelpark and Amsterdamse Bos, and 8 minutes to Station Zuid. <br /><br />Our apartment offers modern amenities, high-speed Wi-Fi, a fully equipped kitchen, and a cozy atmosphere.",,280638255,Jeandré,2019-07-30,"Amsterdam, Netherlands",,,,63%,f,,1.0,1.0,"['email', 'phone']",t,t,,Zuid,52.34389,4.85816,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dedicated workspace"", ""Smoke alarm"", ""Washer"", ""Wifi"", ""TV"", ""Self check-in"", ""Lockbox"", ""Iron"", ""Hair dryer"", ""Kitchen"", ""Air conditioning""]",275.0,t,0,4,13,157,3,3,0,157.0,3.0,23.0,6325.0,2024-09-14,2024-12-28,4.67,4.67,4.67,5.0,5.0,4.67,4.67,0.53,Amsterdam
14346940,"Spacious loft in Amsterdam de Pijp, two bedrooms","This apartment is perfect if you want to spend a few days in Amsterdam. The apartment is meant for small families, or persons on a business- or conference trip.  It is based in the most vibrant area of Amsterdam - de Pijp - with lots of cafés, shops, restaurants and the musea just around the corner.<br />The spacious backroom  of 50 m2 can also be used as a studio, it has high windows <br />and light from the north. Height:  3,30 m. There is a large work table.",,24188670,Gerrit Johannes,2014-11-26,"Amsterdam, Netherlands",,within a few hours,100%,100%,f,De Pijp,1.0,1.0,"['email', 'phone']",t,t,,De Pijp - Rivierenbuurt,52.35696,4.8927,Entire loft,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Toaster"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Kitchen"", ""B&O sound system with Bluetooth and aux"", ""Hangers"", ""Heating"", ""Hot water kettle"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Washer"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Host greets you"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Board games"", ""Refrigerator"", ""Ethernet connection"", ""Smoke alarm"", ""Dedicated workspace"", ""TV"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Essentials"", ""Oven"", ""Dishes and silverware""]",387.0,t,27,44,73,343,45,1,0,283.0,0.0,8.0,3096.0,2016-10-23,2025-01-04,4.78,4.93,4.67,5.0,5.0,4.93,4.42,0.44,Amsterdam
595598653682977026,Chic and Modern Apartment near Vondelpark,"Kick back and relax in this calm, stylish space.<br /><br />You will be staying on a typical Amsterdam street, enjoying the upper floor and the quietness of the city, being just minutes away from Vondelpark and Rembrandtpark.<br /><br />This place is best suited for couples exploring the vibrant Amsterdam scenery. Multiple cafes and restaurants are available on the surrounding streets.<br /><br />Public transport is around the corner and you are well connected to the highway/airport.<br /><br />Short term rental permit Z/23/2135267",,99462145,Octavian,2016-10-13,"Amsterdam, Netherlands","I am Octavian, passionate about music and working in fraud investigations. 
I speak Romanian, English and Russian. Born in Moldova but permanently settled in Amsterdam.",within a day,100%,44%,f,,1.0,1.0,"['email', 'phone']",t,t,,Zuid,52.34963,4.84934,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Clothing storage: wardrobe"", ""Freezer"", ""Wine glasses"", ""Outdoor dining area"", ""Paid street parking off premises"", ""Central heating"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Hot water kettle"", ""Bed linens"", ""Game console: PS5"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Hot water"", ""Books and reading material"", ""Baking sheet"", ""Shower gel"", ""Iron"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Board games"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""TV"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Fast wifi \u2013 476 Mbps"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",200.0,t,0,3,4,12,14,4,0,12.0,4.0,40.0,8000.0,2022-04-17,2024-09-13,5.0,5.0,4.93,4.86,5.0,4.86,4.86,0.4,Amsterdam
36953210,Garden view Studio in family home,"This beautiful studio with garden view in a family home is a peaceful place just 15 minutes away from the busy city center. The entrance to the house is communal, we live on the top floors, but the studio has its own entrance from the hallway and has private access to the garden with view on and entrance to a canal. The studio has a kitchen with basic cooking equipment (microwave, hot plates, pans, coffeemaker etc), shower, toilet and seating area to make your stay as convenient as possible.",,4513007,Suzanne,2012-12-28,"Amsterdam, Netherlands","I was born and raised in Amsterdam, the Netherlands,  working in the cultural sector.  I did a part of my studies in Brazil, where I first got in touch with capoeira, my favourite sport. I live with my two kids upstairs from the studio. I love travelling and have visited many places over the years. Hopefully in the coming years i can add many wonderful trips to that list!",within an hour,100%,100%,t,,1.0,1.0,"['email', 'phone']",t,t,,IJburg - Zeeburgereiland,52.35413,4.99644,Entire place,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Canal view"", ""Free washer \u2013 In building"", ""Paid parking off premises"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Heating"", ""Garden view"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""Private backyard \u2013 Not fully fenced"", ""Stove"", ""Hot water"", ""Wifi"", ""Waterfront"", ""Host greets you"", ""Microwave"", ""Self check-in"", ""Iron"", ""Resort access"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware""]",128.0,t,14,20,26,219,119,27,0,159.0,29.0,216.0,27648.0,2019-09-22,2025-01-01,4.98,4.97,4.98,4.98,4.97,4.88,4.87,1.79,Amsterdam
